Location,Country,Category,Visitors,Rating,Revenue actual (usd),Accommodation_Available
Hfdhexvyrs,Egypt,Nature,555710,2.07,"$53,773,389,000.00",Yes
Qjynqlbudb,Egypt,Urban,549440,1.95,"$79,521,356,000.00",No
Jzouzulxuv,Egypt,Adventure,936889,4.58,"$40,944,107,000.00",No
Iyomwdxsjm,France,Historical,632086,4.94,"$41,685,218,000.00",Yes
Tfwctvehpo,China,Historical,653676,4.36,"$57,249,458,000.00",No
Kosdijliyv,Brazil,Historical,887024,4.27,"$81,403,686,000.00",Yes
Bsxfkvplly,Australia,Adventure,524809,1.71,"$966,364,000.00",No
Mmwchpbhhe,China,Historical,279568,4.78,"$4,699,101,000.00",No
Mqqjxcnrjg,Australia,Beach,826582,2.32,"$22,738,649,000.00",No
Ryrwbviizr,India,Cultural,965748,4.20,"$52,585,142,000.00",No
Deobvrcxcm,India,Urban,277579,3.75,"$42,911,758,000.00",No
Dzoveqlbbx,India,Urban,575500,3.71,"$57,487,835,000.00",No
Myhhrsrssr,India,Urban,972047,4.18,"$22,655,752,000.00",Yes
Tvyrgqlswg,Brazil,Cultural,768703,4.33,"$17,218,208,000.00",Yes
Ytvraeojew,USA,Adventure,984992,4.19,"$37,150,746,000.00",Yes
Kcivuzpnbs,China,Urban,759807,2.10,"$1,908,191,000.00",No
Gapaqmqunz,Australia,Beach,73949,3.72,"$8,189,703,000.00",No
Tuxduxnysk,India,Adventure,116181,1.47,"$41,890,433,000.00",No
Fjalwwztpl,China,Adventure,705986,3.01,"$41,005,313,000.00",No
Ptdeiyttjq,India,Urban,550322,3.49,"$16,537,672,000.00",Yes
Hscldhvuot,Brazil,Nature,205485,4.81,"$55,582,532,000.00",Yes
Gfltedhgdk,Brazil,Adventure,175725,2.67,"$12,028,818,000.00",Yes
Oqqsgwqiem,Australia,Cultural,40846,4.99,"$29,673,861,000.00",Yes
Sveghausja,USA,Nature,931690,1.38,"$896,789,000.00",Yes
Tsynpguerc,China,Historical,661942,1.07,"$82,896,292,000.00",No
Gmnhpdyeji,Brazil,Historical,427945,1.37,"$30,315,402,000.00",Yes
Wukbtaccul,Egypt,Beach,854952,4.60,"$77,643,116,000.00",No
Ekqvunpuwt,Egypt,Beach,429085,3.47,"$83,661,127,000.00",No
Yrcjwkvopt,Australia,Cultural,754226,4.25,"$16,281,604,000.00",Yes
Vvlyxhcceg,USA,Adventure,172067,4.11,"$86,835,008,000.00",No
Fswkshrurg,Brazil,Beach,366935,2.12,"$37,594,626,000.00",No
Zzqsjdbsdg,Egypt,Historical,47589,1.24,"$11,967,256,000.00",Yes
Odpcnfyvhf,France,Nature,28227,4.60,"$635,901,000.00",No
Rdkxwgewvq,Australia,Historical,983983,2.91,"$41,240,426,000.00",No
Klxqcwpzmg,China,Adventure,577809,2.65,"$30,279,651,000.00",Yes
Suqxyraeuq,USA,Adventure,63120,3.42,"$42,081,392,000.00",No
Olkuhhxvza,Brazil,Adventure,316562,3.77,"$84,474,162,000.00",Yes
Pepfucokbm,China,Adventure,280238,2.52,"$3,711,676,000.00",No
Aedifszzgj,USA,Cultural,393339,4.77,"$37,095,095,000.00",No
Cmyagyhxme,France,Urban,581785,3.73,"$20,197,185,000.00",No
Pehutpvhnf,France,Cultural,309191,4.39,"$3,043,160,000.00",Yes
Ygvefjdhye,Egypt,Nature,784729,1.19,"$96,591,462,000.00",Yes
Goubktycrr,USA,Historical,979173,1.47,"$77,275,625,000.00",No
Uebdkmqlei,Egypt,Urban,311948,3.69,"$51,436,447,000.00",Yes
Oincbrffis,India,Urban,392653,3.84,"$12,419,134,000.00",No
Zsusfcsydg,India,Beach,321105,4.82,"$8,637,364,000.00",Yes
Cglrsvjjns,Brazil,Beach,306234,1.97,"$7,721,777,000.00",Yes
Vafkbnlqdi,USA,Nature,120874,3.16,"$36,700,081,000.00",Yes
Yekafyblyr,France,Urban,936743,2.68,"$36,231,037,000.00",No
Enjiqjophp,Brazil,Adventure,113222,1.53,"$51,479,166,000.00",No
Jycwglnvze,Egypt,Cultural,916080,3.83,"$89,545,689,000.00",Yes
Uzdxmrcrjx,France,Historical,815951,1.19,"$29,822,425,000.00",Yes
Alhupqqlsp,India,Adventure,614094,4.18,"$9,036,902,000.00",Yes
Cddwiwdgrm,China,Nature,490059,2.87,"$56,779,467,000.00",No
Orukkngoch,France,Nature,605846,3.23,"$5,845,850,000.00",Yes
Qqckujzdcz,Brazil,Nature,299305,3.76,"$93,546,787,000.00",No
Wngxdnsdzr,France,Beach,378393,1.66,"$27,872,854,000.00",Yes
Zvnaqzyfgx,Australia,Beach,8225,4.64,"$73,710,225,000.00",Yes
Bekehpojvv,USA,Nature,857600,1.35,"$73,325,678,000.00",Yes
Phamoaowwm,India,Cultural,845268,4.52,"$96,498,842,000.00",No
Coitzvqsgm,Brazil,Adventure,839262,3.86,"$30,784,413,000.00",No
Wxvqhavmfs,Brazil,Urban,301661,4.64,"$69,423,222,000.00",Yes
Hzpprpczso,Brazil,Cultural,917726,4.91,"$22,219,539,000.00",Yes
Tjzimhmiye,USA,Beach,877667,2.26,"$15,575,836,000.00",Yes
Tmkscricig,USA,Urban,765228,1.90,"$99,540,373,000.00",No
Uuucfpbtzq,India,Historical,660589,4.78,"$65,294,882,000.00",No
Bvsgwowshl,China,Urban,182876,4.43,"$34,148,301,000.00",No
Vfxarmaofo,China,Urban,905417,2.92,"$2,434,532,000.00",No
Ffjqqtireb,USA,Historical,486210,4.04,"$13,478,015,000.00",No
Zmnfytluuu,Egypt,Beach,923265,3.30,"$18,052,934,000.00",No
Nlrtjkdoob,China,Beach,338490,2.18,"$82,451,365,000.00",No
Ogattxlivu,France,Urban,455533,2.49,"$82,213,005,000.00",No
Mfydpsyzfw,France,Historical,777705,4.22,"$39,170,235,000.00",No
Yiytkeuryr,USA,Cultural,987368,3.60,"$7,223,779,000.00",No
Ttiafqkttw,Egypt,Beach,351402,4.58,"$909,438,000.00",Yes
Xanrgixxys,USA,Urban,582598,2.09,"$72,824,124,000.00",No
Pfyiagxbar,Egypt,Urban,631920,4.28,"$21,258,558,000.00",No
Qrxtftkvxy,France,Urban,832515,4.25,"$9,639,539,000.00",No
Fiyflcnzlf,China,Nature,542223,1.57,"$18,782,435,000.00",Yes
Bkcvbhvtvl,France,Urban,642476,2.92,"$30,452,386,000.00",No
Eadymptcnc,India,Nature,69332,3.62,"$6,813,307,000.00",Yes
Fostimasdo,Australia,Beach,694024,3.43,"$16,907,682,000.00",Yes
Mveywizgpp,China,Urban,816859,2.45,"$23,110,835,000.00",Yes
Zfmboejosv,Brazil,Historical,595747,1.05,"$83,795,664,000.00",Yes
Bljleiwbaf,India,Cultural,325428,2.58,"$57,903,069,000.00",No
Xmpenrarwj,USA,Urban,187908,1.22,"$11,425,452,000.00",No
Ajkjrqpfqm,Brazil,Nature,201798,1.20,"$42,977,954,000.00",Yes
Kqjvmjvfdh,Egypt,Historical,956752,3.82,"$65,238,882,000.00",Yes
Knwtsbghad,USA,Cultural,468362,2.00,"$6,879,998,000.00",Yes
Aryrmgrkqt,Australia,Adventure,632187,2.77,"$51,840,724,000.00",No
Uvtjvpbedv,China,Beach,911305,2.04,"$32,462,204,000.00",No
Fjufikvpqv,India,Beach,564582,4.35,"$77,443,007,000.00",No
Mfcqryhtdg,India,Historical,345392,1.00,"$55,878,114,000.00",Yes
Ubzumetsgq,France,Nature,528807,3.55,"$74,722,918,000.00",No
Eafyydqsnw,China,Cultural,276979,4.41,"$73,029,472,000.00",Yes
Womkuzgxel,France,Beach,958758,4.83,"$57,041,764,000.00",Yes
Blgjshehqo,China,Urban,258760,2.03,"$49,792,315,000.00",No
Czqokcqain,India,Adventure,20461,3.35,"$82,954,616,000.00",Yes
Mtygurxajn,France,Nature,679318,4.86,"$90,953,819,000.00",Yes
Hsjefopxka,Brazil,Urban,11541,1.15,"$45,780,558,000.00",Yes
Qiyxdpgrla,Egypt,Adventure,962796,4.33,"$188,768,000.00",No
Ocyhzjhszy,India,Nature,116703,2.64,"$622,900,000.00",Yes
Asptyuhdtu,France,Beach,581512,4.25,"$95,139,709,000.00",No
Swqqiaejqm,India,Beach,41004,3.99,"$2,427,074,000.00",Yes
Wrajktmdbs,Brazil,Urban,666406,2.24,"$62,082,269,000.00",Yes
Klvkkyqfjj,USA,Adventure,737682,3.78,"$8,976,155,000.00",Yes
Kvkqdscebk,Egypt,Nature,448596,3.20,"$98,221,768,000.00",No
Zqlwqxfhpn,India,Historical,517534,4.69,"$24,717,209,000.00",Yes
Krkohfuxpr,China,Adventure,714204,2.59,"$8,807,713,000.00",No
Busvypivvu,France,Nature,834270,2.25,"$70,136,928,000.00",Yes
Pcdvwmzsmg,USA,Beach,778549,3.56,"$48,994,971,000.00",Yes
Zdjgetlwin,Egypt,Beach,692506,3.60,"$35,704,394,000.00",No
Tkutxjaqzz,Australia,Urban,992927,2.52,"$41,515,243,000.00",No
Znefhazqzc,India,Historical,973095,2.79,"$58,237,936,000.00",Yes
Zhzcameoav,China,Nature,367679,2.72,"$39,075,334,000.00",No
Cukejytywz,Egypt,Cultural,911220,1.33,"$3,361,562,000.00",Yes
Iurjsuowwm,France,Urban,239929,1.99,"$89,446,427,000.00",Yes
Rrwanrphxu,USA,Nature,558792,1.89,"$56,730,291,000.00",Yes
Isqggtccxb,Egypt,Urban,181294,1.50,"$71,397,996,000.00",No
Jhhnycbqks,India,Cultural,124264,2.59,"$65,637,639,000.00",Yes
Oouymmslgh,Brazil,Adventure,902699,4.05,"$91,338,377,000.00",Yes
Qmdnuoibaa,France,Historical,376639,3.24,"$48,516,539,000.00",Yes
Zziiigsouz,Brazil,Beach,946245,2.91,"$40,836,861,000.00",Yes
Jvjxffwgph,France,Cultural,613324,2.13,"$1,751,964,000.00",Yes
Xhplaiovlv,China,Beach,66461,2.62,"$4,083,766,000.00",Yes
Urwdlxahko,Brazil,Adventure,561017,3.77,"$53,287,525,000.00",Yes
Jindrzlhqk,USA,Cultural,377151,3.87,"$8,962,119,000.00",Yes
Zthghuckfx,China,Urban,797908,2.27,"$63,631,727,000.00",Yes
Wdlipbsqvl,France,Beach,996445,4.57,"$75,956,665,000.00",Yes
Oxktngmrlf,Australia,Beach,623709,1.56,"$16,702,479,000.00",Yes
Hgjchmwwmv,China,Beach,401789,2.61,"$5,851,161,000.00",Yes
Hzwupfqufc,Brazil,Adventure,392153,4.43,"$6,440,761,000.00",Yes
Agabixduld,Brazil,Cultural,463895,4.82,"$38,746,671,000.00",No
Yngodrgpsk,France,Cultural,888442,4.13,"$48,335,219,000.00",No
Ekvlnuwhrp,France,Beach,87137,4.18,"$248,446,000.00",No
Cawbzqczxj,USA,Nature,718033,3.18,"$65,630,326,000.00",Yes
Srlalxgrcb,China,Adventure,374589,1.36,"$6,393,982,000.00",Yes
Wygcpavzjj,China,Historical,239280,4.38,"$18,603,476,000.00",No
Plngpyikvh,China,Beach,343156,2.49,"$78,525,582,000.00",Yes
Dkjvcetpgo,Egypt,Urban,491668,3.36,"$9,316,873,000.00",Yes
Pwszmvbody,France,Historical,533532,2.25,"$102,581,000.00",Yes
Yndhimjxwd,Egypt,Adventure,549891,1.76,"$55,347,291,000.00",No
Yzwykgmcjd,Egypt,Historical,427384,4.22,"$26,346,071,000.00",Yes
Xwvfwaitjy,Egypt,Urban,884829,3.79,"$36,168,995,000.00",No
Exqqtfqnbq,France,Cultural,188062,3.07,"$61,359,501,000.00",No
Rtqyecxfjn,Brazil,Adventure,777809,3.51,"$39,294,061,000.00",Yes
Xvqkhpauji,Brazil,Nature,358172,2.56,"$67,139,116,000.00",Yes
Bpmnqjcbok,Brazil,Cultural,902864,2.45,"$53,656,492,000.00",Yes
Glqbebzsnv,India,Beach,866643,3.73,"$91,073,824,000.00",Yes
Dfjdudxagf,USA,Cultural,440367,3.44,"$77,142,341,000.00",No
Iapbagkxue,India,Historical,990585,3.64,"$35,797,271,000.00",No
Vwzpwueekc,China,Cultural,451997,1.44,"$19,783,696,000.00",No
Srnvileqeu,Australia,Beach,659756,3.40,"$80,921,782,000.00",Yes
Xdrcudgpfo,France,Cultural,153392,4.07,"$7,331,949,000.00",Yes
Efujlgrgfa,Australia,Nature,179583,2.41,"$40,049,556,000.00",Yes
Sbewcdaasa,India,Nature,374798,4.04,"$89,719,081,000.00",No
Qslfdtayvz,France,Urban,411520,1.27,"$46,293,653,000.00",No
Pdxtjltias,Australia,Cultural,170266,3.45,"$6,544,408,000.00",No
Kekwrpyezl,China,Adventure,397013,2.37,"$22,973,603,000.00",No
Bkyvheikps,China,Cultural,140013,2.44,"$19,712,076,000.00",Yes
Ontuvjapic,Egypt,Cultural,932581,2.88,"$32,014,252,000.00",No
Shngipdkgr,Brazil,Adventure,634736,1.99,"$2,859,959,000.00",Yes
Npjiyebocl,Egypt,Beach,300132,2.04,"$1,580,995,000.00",No
Ogcfpmttti,Egypt,Nature,617566,4.92,"$6,413,680,000.00",No
Wrkqvaqfgc,Egypt,Cultural,881979,4.51,"$72,870,853,000.00",No
Vjjdouwprd,India,Nature,222426,1.70,"$164,559,000.00",No
Cbxumeqayj,Egypt,Adventure,578153,1.52,"$88,716,299,000.00",Yes
Locgoohklp,France,Historical,777910,1.84,"$58,311,088,000.00",Yes
Osjkapdlgf,Brazil,Historical,847017,3.25,"$85,968,019,000.00",Yes
Eqdncmldkq,USA,Urban,437450,1.71,"$81,549,502,000.00",No
Prmhbcidcx,India,Beach,703634,3.94,"$50,405,086,000.00",No
Tlzbfoydut,Brazil,Nature,82186,4.29,"$86,235,054,000.00",No
Tmcdmcmjth,Egypt,Urban,591247,1.30,"$91,279,595,000.00",No
Vkkeionnan,India,Urban,353149,2.74,"$84,436,717,000.00",No
Exfkuavasa,Brazil,Urban,472680,1.01,"$95,837,385,000.00",No
Bbydhekxvu,China,Nature,451650,2.52,"$97,888,635,000.00",Yes
Rawmvnnmxi,Australia,Beach,909782,2.65,"$94,938,908,000.00",Yes
Uuorinpuav,Brazil,Urban,814376,2.95,"$36,374,771,000.00",No
Edfpwrecbq,USA,Adventure,309156,4.60,"$35,294,018,000.00",No
Fzygozgefy,Brazil,Cultural,740552,4.46,"$72,483,202,000.00",Yes
Dwlnkieojw,India,Cultural,36253,2.97,"$91,533,613,000.00",Yes
Amgcnkmffj,USA,Adventure,340805,4.78,"$4,036,861,000.00",Yes
Nyqfgiguqc,India,Urban,682073,4.12,"$19,562,743,000.00",Yes
Kgbnqwuzhq,Egypt,Beach,897765,2.20,"$22,841,883,000.00",Yes
Nstkrlrtrx,Egypt,Beach,536291,4.53,"$35,028,758,000.00",Yes
Zfoemnumvk,USA,Nature,636068,1.03,"$36,778,092,000.00",No
Bwsyqqfprt,France,Historical,156796,3.54,"$57,071,054,000.00",Yes
Sxvuggxcpl,France,Urban,80116,4.87,"$56,287,369,000.00",No
Gvavuatgkr,India,Beach,563968,1.91,"$88,290,702,000.00",Yes
Adldvztsfq,Australia,Beach,368541,3.32,"$85,639,405,000.00",No
Qspenczmhm,Egypt,Adventure,691284,1.29,"$24,824,542,000.00",Yes
Cnbwfvdsif,USA,Beach,950237,2.62,"$55,613,619,000.00",No
Rfzctkpkcy,France,Beach,559484,4.73,"$98,634,872,000.00",Yes
Yvmypdrhsv,Australia,Beach,302192,3.66,"$88,912,505,000.00",No
Wstynerrxf,Egypt,Urban,322127,4.90,"$36,701,774,000.00",Yes
Gtwddkksiu,France,Urban,493207,1.84,"$44,979,995,000.00",Yes
Xbvntgxlvr,USA,Beach,299115,2.47,"$17,176,717,000.00",Yes
Vahcnlqykz,France,Historical,886006,4.56,"$33,248,466,000.00",Yes
Csqbhlrsfd,USA,Adventure,378013,2.32,"$48,307,586,000.00",No
Pzdqllcyop,Egypt,Adventure,667440,1.72,"$35,241,012,000.00",Yes
Bwfvafsegb,Australia,Beach,128123,4.13,"$28,670,817,000.00",No
Gehgvhkeig,India,Beach,924318,4.85,"$4,062,326,000.00",Yes
Jjczibuxlu,Australia,Cultural,522231,3.23,"$39,504,874,000.00",No
Zdvwsiixxa,Brazil,Cultural,227054,4.54,"$99,413,583,000.00",Yes
Queylumaev,Brazil,Urban,670648,1.04,"$78,307,375,000.00",No
Npivzvumaw,Brazil,Adventure,924164,2.93,"$2,720,715,000.00",No
Fmfelbytva,Brazil,Urban,497745,4.71,"$55,643,512,000.00",Yes
Lhtkqdqpzh,Brazil,Historical,107460,2.63,"$47,696,376,000.00",Yes
Vctinimxdv,Egypt,Beach,347914,2.03,"$82,422,126,000.00",Yes
Jnmnvgldwu,China,Adventure,769203,4.02,"$89,360,406,000.00",No
Qjggjqvhan,Egypt,Adventure,757107,1.00,"$18,569,495,000.00",Yes
Tvshabodko,China,Historical,531326,1.60,"$37,650,933,000.00",Yes
Zbzrffhbzt,China,Adventure,245775,2.99,"$70,468,814,000.00",No
Dhqvwhxavv,Egypt,Adventure,602422,3.11,"$57,478,997,000.00",No
Egfrqwprkl,Egypt,Historical,482751,4.05,"$48,244,411,000.00",No
Iavblgorvx,France,Cultural,60287,2.36,"$91,576,067,000.00",Yes
Vdmufkcvgl,Brazil,Beach,903083,3.64,"$43,662,189,000.00",No
Kqztzwapzj,Egypt,Nature,808721,4.34,"$4,368,424,000.00",No
Nbiovjlmbf,France,Adventure,185062,4.90,"$86,954,765,000.00",Yes
Aaaujderac,France,Beach,73630,4.42,"$9,461,083,000.00",Yes
Nrhwdfjidw,Egypt,Adventure,87068,4.02,"$57,945,247,000.00",Yes
Vdugtpnmwb,USA,Urban,562785,3.49,"$11,968,599,000.00",No
Ejhrflxfux,USA,Urban,802667,2.34,"$9,046,908,000.00",Yes
Lruyhrvinm,Australia,Cultural,228177,4.80,"$51,404,254,000.00",Yes
Fwawrdmmwp,USA,Urban,973141,3.22,"$27,163,413,000.00",No
Afdxmsggly,China,Adventure,379805,3.73,"$2,150,015,000.00",Yes
Cavoirsfcq,Australia,Beach,229466,2.84,"$55,352,028,000.00",No
Aqolkatidr,Australia,Adventure,821758,3.35,"$26,317,688,000.00",No
Rxxqdwpzcd,China,Adventure,943989,3.21,"$1,482,701,000.00",No
Ozcbkchnak,Egypt,Urban,736504,4.34,"$23,735,489,000.00",No
Ghheehalcj,China,Nature,382760,3.32,"$9,161,931,000.00",No
Rycgdwgbrz,Brazil,Beach,197416,3.40,"$4,385,547,000.00",No
Irlgtavupd,India,Cultural,512277,4.16,"$91,633,507,000.00",Yes
Gcdmzumsvp,Egypt,Urban,852107,2.85,"$48,870,968,000.00",No
Nxkumzukhw,France,Beach,426067,2.73,"$17,265,149,000.00",Yes
Avuuogkyau,USA,Adventure,27683,1.42,"$91,725,233,000.00",Yes
Qgtcswfygy,USA,Cultural,978882,2.43,"$97,223,785,000.00",Yes
Xkffljtxpv,France,Beach,324588,2.23,"$46,720,026,000.00",No
Ytjgcjrdul,Brazil,Nature,678557,2.46,"$40,819,644,000.00",Yes
Tfuwahewyn,Brazil,Nature,557951,4.96,"$89,956,206,000.00",Yes
Ueleoczhwf,USA,Adventure,772442,1.02,"$83,847,466,000.00",No
Rwvkosaywo,India,Adventure,970814,4.13,"$84,016,345,000.00",Yes
Ihvmbqsvna,France,Historical,740273,2.01,"$56,511,768,000.00",No
Pxfbyfjxuq,China,Urban,678643,2.95,"$48,136,069,000.00",No
Bmbgsuvvma,China,Historical,753998,3.11,"$2,919,631,000.00",Yes
Uaecbitsca,Australia,Historical,178995,4.91,"$20,861,332,000.00",No
Tejbldzllf,Brazil,Beach,603346,4.98,"$57,684,475,000.00",Yes
Vnyvdicrkt,Australia,Adventure,721494,1.36,"$1,585,336,000.00",Yes
Lirplxcezb,China,Cultural,433768,2.04,"$73,310,596,000.00",No
Ezuvrkkedw,Egypt,Urban,974025,3.24,"$46,948,913,000.00",Yes
Cubwcpwcdk,USA,Adventure,342433,4.75,"$2,377,484,000.00",No
Cktfvzjked,Australia,Historical,859700,3.29,"$42,424,166,000.00",No
Lbicbgphhe,France,Adventure,19315,4.92,"$24,279,319,000.00",Yes
Khigonnhea,China,Adventure,754359,2.85,"$35,661,856,000.00",No
Rcgbflnbdz,China,Beach,20847,1.21,"$42,751,295,000.00",No
Entrngyawh,Australia,Adventure,780172,2.02,"$39,225,051,000.00",Yes
Vmxjcqvhdu,China,Cultural,900390,3.57,"$41,528,221,000.00",Yes
Tzswhrgxkr,Egypt,Historical,550619,3.09,"$7,722,231,000.00",No
Ztjsyewcis,China,Historical,346220,3.69,"$39,958,193,000.00",Yes
Gszdqrdley,Egypt,Urban,231895,4.88,"$15,457,163,000.00",No
Yonbatiuiu,France,Historical,485412,3.31,"$45,676,816,000.00",No
Stzegfexfg,Australia,Nature,136956,2.87,"$59,105,179,000.00",Yes
Bsdtplzhxp,Australia,Nature,831832,4.84,"$9,824,121,000.00",Yes
Roguuqwpyp,Egypt,Cultural,283260,3.54,"$69,995,137,000.00",No
Avbhvopqwn,Egypt,Historical,388539,4.68,"$50,616,852,000.00",Yes
Vdfujayiwg,Australia,Beach,913519,1.94,"$35,461,642,000.00",Yes
Muhtbaqxez,France,Historical,230032,4.88,"$4,043,772,000.00",No
Ihqxuddrxv,Brazil,Adventure,55843,3.99,"$916,001,000.00",Yes
Kaafgujawo,Brazil,Cultural,451034,4.88,"$36,640,235,000.00",Yes
Bztntydsfj,Australia,Historical,767632,3.49,"$93,399,452,000.00",Yes
Lyamgykpzp,Australia,Nature,984918,3.29,"$94,325,891,000.00",No
Fzamqqdwht,USA,Historical,54436,1.02,"$9,440,733,000.00",Yes
Fsnkkrvebq,Egypt,Urban,805638,1.20,"$69,358,867,000.00",No
Sqmgslqtkg,India,Historical,844529,2.98,"$93,072,897,000.00",No
Danqessqrr,India,Beach,281412,2.79,"$122,789,000.00",No
Dbgmctpeue,China,Adventure,221159,3.86,"$28,600,466,000.00",Yes
Jssjblrjfr,France,Urban,915774,3.82,"$11,215,242,000.00",Yes
Mjlkpboozd,India,Urban,748127,2.94,"$3,266,828,000.00",Yes
Rneyywxtib,India,Historical,44503,4.53,"$41,229,068,000.00",No
Oayrmegwvk,Egypt,Beach,658967,2.85,"$12,782,227,000.00",No
Kqvxhfkdix,India,Historical,515691,2.21,"$85,619,015,000.00",Yes
Axlvhwmwzr,Egypt,Beach,23506,1.40,"$37,577,034,000.00",No
Veniybwxjs,USA,Adventure,246897,1.07,"$33,705,811,000.00",No
Rjumvxsvll,China,Urban,288698,2.39,"$46,395,825,000.00",No
Rpyxpzkkal,USA,Cultural,440077,2.94,"$72,203,647,000.00",No
Mylthzrxqz,Brazil,Adventure,434190,1.64,"$11,551,053,000.00",No
Tkvcsotoxz,Australia,Beach,843476,1.42,"$7,764,421,000.00",Yes
Hxekvaczyg,India,Nature,635127,4.54,"$12,572,496,000.00",Yes
Oksqrqgcjo,USA,Historical,375183,2.43,"$3,311,851,000.00",No
Bfexxayjme,USA,Beach,419173,2.20,"$5,439,404,000.00",No
Cugubirvll,Brazil,Cultural,309433,4.14,"$33,311,774,000.00",Yes
Procgkcqzp,France,Cultural,103566,1.12,"$30,153,044,000.00",Yes
Skofccwuxw,France,Nature,53354,2.64,"$53,539,733,000.00",No
Eptpdszyzo,USA,Historical,65012,4.31,"$23,498,263,000.00",No
Lgdtyuruzv,China,Adventure,41380,2.48,"$63,390,356,000.00",No
Ddilhcivhv,Brazil,Urban,433034,2.87,"$55,340,189,000.00",No
Npsggjfuzy,USA,Urban,344161,4.07,"$98,693,562,000.00",No
Gacidsioet,USA,Nature,4091,2.47,"$26,456,684,000.00",Yes
Pggprhztew,USA,Historical,911388,1.43,"$97,509,645,000.00",Yes
Qmvkdoezzi,India,Beach,523921,1.39,"$8,810,187,000.00",Yes
Ecdjlatekf,USA,Adventure,814488,1.36,"$617,643,000.00",No
Avqdobyclk,India,Nature,60530,2.81,"$27,217,403,000.00",No
Gxytafhsij,India,Nature,187561,4.10,"$58,285,214,000.00",Yes
Cuvsbzumpm,France,Nature,990630,4.10,"$48,927,534,000.00",No
Aogbhwjgec,China,Beach,955828,2.46,"$10,802,005,000.00",No
Aphazigypg,France,Nature,567664,3.17,"$46,933,331,000.00",No
Jskaivlzfk,USA,Historical,992500,3.70,"$28,310,861,000.00",Yes
Dlhvttpoya,China,Nature,959805,4.39,"$33,260,568,000.00",Yes
Kfrlblzheu,Egypt,Cultural,487440,2.43,"$33,826,901,000.00",No
Zrihfxnjgp,France,Beach,455343,4.65,"$5,337,214,000.00",No
Eouyzfoylc,Australia,Adventure,718892,2.99,"$55,115,919,000.00",No
Csbzgjsvow,France,Nature,875306,4.11,"$12,843,332,000.00",No
Mzsrmcwueh,USA,Adventure,818463,4.75,"$34,929,856,000.00",No
Qclqqknyab,Australia,Adventure,110779,3.33,"$30,412,989,000.00",No
Jhsczqmwmn,France,Beach,252818,2.13,"$11,290,447,000.00",Yes
Lhvoecavep,India,Urban,169917,1.32,"$36,342,608,000.00",No
Iaukllgymx,Brazil,Beach,920044,4.60,"$40,225,227,000.00",Yes
Poisyfntzr,USA,Cultural,172014,4.71,"$80,578,858,000.00",Yes
Xlchaqfnjl,Brazil,Nature,88429,4.92,"$37,441,847,000.00",Yes
Wqtqkslwnr,Brazil,Cultural,748374,2.87,"$49,457,803,000.00",Yes
Pevkuxkoyb,France,Adventure,892261,4.61,"$3,650,494,000.00",No
Fibunpzsvh,USA,Nature,675033,1.77,"$55,528,328,000.00",Yes
Bydukvayqc,China,Cultural,380016,1.84,"$3,793,296,000.00",No
Mezafpbmpn,Egypt,Cultural,733011,2.52,"$85,598,988,000.00",No
Awngoybbxb,China,Cultural,165014,4.50,"$61,315,695,000.00",No
Ltxlcqefpn,Brazil,Historical,875704,3.78,"$54,558,779,000.00",Yes
Jwdkjuvjbd,Brazil,Adventure,434170,1.40,"$95,300,453,000.00",Yes
Ghnnsgognv,USA,Cultural,84348,1.92,"$17,833,721,000.00",Yes
Dfpqwmvemh,Brazil,Urban,193146,4.18,"$49,491,045,000.00",No
Irjtpvcpdy,Egypt,Urban,934896,3.20,"$68,818,115,000.00",No
Srrhshvmfd,China,Urban,678084,1.38,"$37,717,439,000.00",Yes
Wpwahejlvd,Brazil,Historical,445374,1.54,"$95,180,789,000.00",No
Jtesyjatrr,India,Adventure,219520,1.40,"$32,531,826,000.00",Yes
Ibmovfasnx,Brazil,Historical,625828,1.07,"$25,919,993,000.00",Yes
Obceszipes,USA,Beach,235270,3.09,"$9,781,852,000.00",No
Ggcosmktfe,Australia,Nature,198311,3.60,"$64,902,685,000.00",No
Nnhimbtvzv,China,Cultural,74310,3.56,"$4,765,313,000.00",Yes
Vdtipvkqpn,USA,Beach,550797,5.00,"$65,391,809,000.00",No
Bvaugjybth,USA,Cultural,504811,2.95,"$20,861,174,000.00",Yes
Cbqdyqvloj,USA,Adventure,758965,1.16,"$4,661,784,000.00",Yes
Hntymdqbqh,Brazil,Beach,164204,2.34,"$68,954,642,000.00",No
Dofjqltxyc,Egypt,Historical,233998,4.46,"$62,846,541,000.00",No
Biriorvhau,Brazil,Cultural,354200,1.97,"$58,099,661,000.00",No
Zkmpeqicdj,India,Beach,521160,1.56,"$96,731,785,000.00",Yes
Etbkvxitss,France,Urban,104535,4.27,"$29,197,758,000.00",Yes
Yyjvsraujw,Egypt,Cultural,272359,2.54,"$19,444,183,000.00",No
Alatuaqbif,Australia,Adventure,972328,1.29,"$54,633,241,000.00",No
Vhmeqxpwvi,France,Cultural,297699,2.82,"$34,854,909,000.00",Yes
Avdxumvklh,Egypt,Adventure,896327,2.76,"$87,668,533,000.00",No
Tqkxhnravq,Australia,Historical,523743,2.26,"$96,271,299,000.00",No
Ejmgtmtnvt,China,Nature,616601,3.83,"$61,043,878,000.00",No
Zebiwqmhdp,Australia,Nature,427689,1.49,"$32,836,767,000.00",No
